Supplies
44
46
83
78
96
Demands
46
33
61
34
66
CostMatrix
44,44,61,63,67,44,60,64,52
64,44,59,56,42,61,53,52,65
53,48,66,49,64,55,48,63,47
45,63,67,47,62,51,53,64,59
64,60,41,54,46,50,66,54,47
46,49,43,55,63,54,46,47,63
53,48,68,66,67,59,47,56,56
66,68,43,60,64,43,49,69,59
40,42,56,56,50,61,46,49,49
fixedCosts
11,9,18,19,18,16,17,16,19
18,14,6,17,15,19,17,17,17
9,10,15,18,5,14,8,18,5
16,12,15,10,17,6,5,9,13
6,12,13,9,13,7,13,11,9
17,16,8,9,17,5,7,14,7
9,15,11,8,12,15,12,15,6
11,9,17,12,5,12,11,9,10
9,12,16,19,5,11,9,10,5
